CITY,STATE,ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,QUANTITYORDERED_is_outlier,PRICEEACH_is_outlier,SALES_is_outlier,MSRP_is_outlier,QUANTITYORDERED_capped,PRICEEACH_capped,SALES_capped,MSRP_capped
Helsinki,Helsinki,10299,33,66.49,6,2194.17,Shipped,3,9,2004,Motorcycles,69,S24_2360,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,NOT PROVIDED,21240,Finland,EMEA,Karttunen,Matti,Small,false,false,false,false,33.0,66.49,2194.17,69.0
Stavern,Stavern,10309,24,56.1,2,1346.4,Shipped,4,10,2004,Motorcycles,69,S24_2360,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,NOT PROVIDED,4110,Norway,EMEA,Bergulfsen,Jonas,Small,false,false,false,false,24.0,56.1,1346.4,69.0
NYC,NY,10319,31,81.73,7,2533.63,Shipped,4,11,2004,Motorcycles,69,S24_2360,Microscale Inc.,2125551957,5290 North Pendale Street,Suite 200,10022,USA,NA,Kuo,Kee,Small,false,false,false,false,31.0,81.73,2533.63,69.0
Makati City,Makati City,10330,42,81.03,1,3403.26,Shipped,4,11,2004,Motorcycles,69,S24_2360,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,NOT PROVIDED,1227 MM,Philippines,Japan,Cruz,Arnold,Medium,false,false,false,false,42.0,81.03,3403.26,69.0
Salzburg,Salzburg,10341,32,100.0,6,3307.2,Shipped,4,11,2004,Motorcycles,69,S24_2360,Salzburg Collectables,6562-9555,Geislweg 14,NOT PROVIDED,5020,Austria,EMEA,Pipps,Georg,Medium,false,false,false,false,32.0,100.0,3307.2,69.0
Madrid,Madrid,10355,41,70.65,3,2896.65,Shipped,4,12,2004,Motorcycles,69,S24_2360,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",NOT PROVIDED,28034,Spain,EMEA,Freyre,Diego,Small,false,false,false,false,41.0,70.65,2896.65,69.0
Espoo,Espoo,10363,43,61.23,14,2632.89,Shipped,1,1,2005,Motorcycles,69,S24_2360,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",NOT PROVIDED,FIN-02271,Finland,EMEA,Suominen,Kalle,Small,false,false,false,false,43.0,61.23,2632.89,69.0
Nantes,Nantes,10375,20,100.0,14,2046.0,Shipped,1,2,2005,Motorcycles,69,S24_2360,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",NOT PROVIDED,44000,France,EMEA,Labrune,Janine,Small,false,false,false,false,20.0,100.0,2046.0,69.0
San Rafael,CA,10390,35,65.13,4,2279.55,Shipped,1,3,2005,Motorcycles,69,S24_2360,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,NOT PROVIDED,97562,USA,NA,Nelson,Valarie,Small,false,false,false,false,35.0,65.13,2279.55,69.0
Liverpool,Liverpool,10403,27,79.65,4,2150.55,Shipped,2,4,2005,Motorcycles,69,S24_2360,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,NOT PROVIDED,WX1 6LT,UK,EMEA,Devon,Elizabeth,Small,false,false,false,false,27.0,79.65,2150.55,69.0
Manchester,Manchester,10110,43,78.15,11,3360.45,Shipped,1,3,2003,Classic Cars,90,S24_2766,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,NOT PROVIDED,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,false,false,false,false,43.0,78.15,3360.45,90.0
Las Vegas,NV,10124,32,72.7,10,2326.4,Shipped,2,5,2003,Classic Cars,90,S24_2766,Signal Gift Stores,7025551838,8489 Strong St.,NOT PROVIDED,83030,USA,NA,King,Sue,Small,false,false,false,false,32.0,72.7,2326.4,90.0
North Sydney,NSW,10148,21,73.6,4,1545.6,Shipped,3,9,2003,Classic Cars,90,S24_2766,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,2060,Australia,APAC,O'Hara,Anna,Small,false,false,false,false,21.0,73.6,1545.6,90.0
Aaarhus,Aaarhus,10161,20,100.0,3,2144.6,Shipped,4,10,2003,Classic Cars,90,S24_2766,Heintze Collectables,86 21 3555,Smagsloget 45,NOT PROVIDED,8200,Denmark,EMEA,Ibsen,Palle,Small,false,false,false,false,20.0,100.0,2144.6,90.0
Bridgewater,CT,10172,22,74.51,1,1639.22,Shipped,4,11,2003,Classic Cars,90,S24_2766,Gift Depot Inc.,2035552570,25593 South Bay Ln.,NOT PROVIDED,97562,USA,NA,King,Julie,Small,false,false,false,false,22.0,74.51,1639.22,90.0
San Rafael,CA,10182,36,73.6,14,2649.6,Shipped,4,11,2003,Classic Cars,90,S24_2766,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,NOT PROVIDED,97562,USA,NA,Nelson,Valarie,Small,false,false,false,false,36.0,73.6,2649.6,90.0
Nashua,NH,10192,46,83.6,2,3845.6,Shipped,4,11,2003,Classic Cars,90,S24_2766,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,NOT PROVIDED,62005,USA,NA,Young,Valarie,Medium,false,false,false,false,46.0,83.6,3845.6,90.0
NYC,NY,10204,47,96.32,8,4527.04,Shipped,4,12,2003,Classic Cars,90,S24_2766,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,10022,USA,NA,Young,Jeff,Medium,false,false,false,false,47.0,96.32,4527.04,90.0
Madrid,Madrid,10212,45,88.14,1,3966.3,Shipped,1,1,2004,Classic Cars,90,S24_2766,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",NOT PROVIDED,28034,Spain,EMEA,Freyre,Diego,Medium,false,false,false,false,45.0,88.14,3966.3,90.0
Lyon,Lyon,10227,47,88.14,14,4142.58,Shipped,1,3,2004,Classic Cars,90,S24_2766,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",NOT PROVIDED,69004,France,EMEA,Saveley,Mary,Medium,false,false,false,false,47.0,88.14,4142.58,90.0
Strasbourg,Strasbourg,10241,47,94.5,6,4441.5,Shipped,2,4,2004,Classic Cars,90,S24_2766,Mini Caravy,88.60.1555,"24, place Kluber",NOT PROVIDED,67000,France,EMEA,Citeaux,Frederique,Medium,false,false,false,false,47.0,94.5,4441.5,90.0
NYC,NY,10267,38,87.24,3,3315.12,Shipped,3,7,2004,Classic Cars,90,S24_2766,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,10022,USA,NA,Young,Jeff,Medium,false,false,false,false,38.0,87.24,3315.12,90.0
Madrid,Madrid,10279,49,79.97,3,3918.53,Shipped,3,8,2004,Classic Cars,90,S24_2766,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",NOT PROVIDED,28034,Spain,EMEA,Freyre,Diego,Medium,false,false,false,false,49.0,79.97,3918.53,90.0
Singapore,Singapore,10288,35,80.87,9,2830.45,Shipped,3,9,2004,Classic Cars,90,S24_2766,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,69045,Singapore,APAC,Victorino,Wendy,Small,false,false,false,false,35.0,80.87,2830.45,90.0
Liverpool,Liverpool,10302,49,100.0,5,5298.86,Shipped,4,10,2003,Classic Cars,90,S24_2766,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,NOT PROVIDED,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium,false,false,false,false,49.0,100.0,5298.86,90.0
Madrid,Madrid,10311,28,93.6,4,2620.8,Shipped,4,10,2004,Classic Cars,90,S24_2766,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",NOT PROVIDED,28034,Spain,EMEA,Freyre,Diego,Small,false,false,false,false,28.0,93.6,2620.8,90.0
New Bedford,MA,10321,30,72.7,1,2181.0,Shipped,4,11,2004,Classic Cars,90,S24_2766,FunGiftIdeas.com,5085552555,1785 First Street,NOT PROVIDED,50553,USA,NA,Benitez,Violeta,Small,false,false,false,false,30.0,72.7,2181.0,90.0
Manchester,Manchester,10332,39,86.72,7,3382.08,Shipped,4,11,2004,Classic Cars,90,S24_2766,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,NOT PROVIDED,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,false,false,false,false,39.0,86.72,3382.08,90.0
Las Vegas,NV,10346,25,100.0,1,2876.75,Shipped,4,11,2004,Classic Cars,90,S24_2766,Signal Gift Stores,7025551838,8489 Strong St.,NOT PROVIDED,83030,USA,NA,King,Sue,Small,false,false,false,false,25.0,100.0,2876.75,90.0
San Rafael,CA,10368,40,100.0,2,4107.2,Shipped,1,1,2005,Classic Cars,90,S24_2766,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,NOT PROVIDED,97562,USA,NA,Nelson,Valarie,Medium,false,false,false,false,40.0,100.0,4107.2,90.0
Madrid,Madrid,10380,36,37.5,6,1350.0,Shipped,1,2,2005,Classic Cars,90,S24_2766,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",NOT PROVIDED,28034,Spain,EMEA,Freyre,Diego,Small,false,false,false,false,36.0,37.5,1350.0,90.0
San Jose,CA,10407,76,94.5,6,7182.0,On Hold,2,4,2005,Classic Cars,90,S24_2766,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,NOT PROVIDED,94217,USA,NA,Frick,Sue,Large,true,false,false,false,67.0,94.5,7182.0,90.0
Chatswood,NSW,10420,39,100.0,9,3933.93,In Process,2,5,2005,Classic Cars,90,S24_2766,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,2067,Australia,APAC,Huxley,Adrian,Medium,false,false,false,false,39.0,100.0,3933.93,90.0
Madrid,Madrid,10104,44,39.6,10,1742.4,Shipped,1,1,2003,Classic Cars,35,S24_2840,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",NOT PROVIDED,28034,Spain,EMEA,Freyre,Diego,Small,false,false,false,false,44.0,39.6,1742.4,35.0
Paris,Paris,10114,24,30.06,1,721.44,Shipped,2,4,2003,Classic Cars,35,S24_2840,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",NOT PROVIDED,75012,France,EMEA,Bertrand,Marie,Small,false,false,false,false,24.0,30.06,721.44,35.0
NYC,NY,10127,39,38.19,12,1489.41,Shipped,2,6,2003,Classic Cars,35,S24_2840,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,10022,USA,NA,Young,Jeff,Small,false,false,false,false,39.0,38.19,1489.41,35.0
Espoo,Espoo,10141,21,42.43,6,891.03,Shipped,3,8,2003,Classic Cars,35,S24_2840,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",NOT PROVIDED,FIN-02271,Finland,EMEA,Suominen,Kalle,Small,false,false,false,false,21.0,42.43,891.03,35.0
Oulu,Oulu,10151,30,40.31,4,1209.3,Shipped,3,9,2003,Classic Cars,35,S24_2840,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,NOT PROVIDED,90110,Finland,EMEA,Koskitalo,Pirkko,Small,false,false,false,false,30.0,40.31,1209.3,35.0
Singapore,Singapore,10165,27,31.82,13,859.14,Shipped,4,10,2003,Classic Cars,35,S24_2840,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",NOT PROVIDED,79903,Singapore,Japan,Natividad,Eric,Small,false,false,false,false,27.0,31.82,859.14,35.0
London,London,10175,37,31.12,2,1151.44,Shipped,4,11,2003,Classic Cars,35,S24_2840,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,NOT PROVIDED,WX3 6FW,UK,EMEA,Brown,Ann,Small,false,false,false,false,37.0,31.12,1151.44,35.0
Sevilla,Sevilla,10184,42,31.82,7,1336.44,Shipped,4,11,2003,Classic Cars,35,S24_2840,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",NOT PROVIDED,41101,Spain,EMEA,Roel,Jose Pedro,Small,false,false,false,false,42.0,31.82,1336.44,35.0
White Plains,NY,10195,32,28.29,7,905.28,Shipped,4,11,2003,Classic Cars,35,S24_2840,Mini Classics,9145554562,3758 North Pendale Street,NOT PROVIDED,24067,USA,NA,Frick,Steve,Small,false,false,false,false,32.0,28.29,905.28,35.0
Boston,MA,10207,42,29.7,8,1247.4,Shipped,4,12,2003,Classic Cars,35,S24_2840,Diecast Collectables,6175552555,6251 Ingle Ln.,NOT PROVIDED,51003,USA,NA,Franco,Valarie,Small,false,false,false,false,42.0,29.7,1247.4,35.0
Brisbane,CA,10219,21,40.31,3,846.51,Shipped,1,2,2004,Classic Cars,35,S24_2840,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,NOT PROVIDED,94217,USA,NA,Taylor,Sue,Small,false,false,false,false,21.0,40.31,846.51,35.0
San Rafael,CA,10229,33,32.88,2,1085.04,Shipped,1,3,2004,Classic Cars,35,S24_2840,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,NOT PROVIDED,97562,USA,NA,Nelson,Valarie,Small,false,false,false,false,33.0,32.88,1085.04,35.0
Madrid,Madrid,10246,49,36.07,6,1767.43,Shipped,2,5,2004,Classic Cars,35,S24_2840,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",NOT PROVIDED,28034,Spain,EMEA,Freyre,Diego,Small,false,false,false,false,49.0,36.07,1767.43,35.0
Singapore,Singapore,10259,31,33.24,5,1030.44,Shipped,2,6,2004,Classic Cars,35,S24_2840,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,69045,Singapore,APAC,Victorino,Wendy,Small,false,false,false,false,31.0,33.24,1030.44,35.0
San Rafael,CA,10271,38,41.72,6,1585.36,Shipped,3,7,2004,Classic Cars,35,S24_2840,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,NOT PROVIDED,97562,USA,NA,Nelson,Valarie,Small,false,false,false,false,38.0,41.72,1585.36,35.0
Allentown,PA,10281,20,40.66,2,813.2,Shipped,3,8,2004,Classic Cars,35,S24_2840,Diecast Classics Inc.,2155551555,7586 Pompton St.,NOT PROVIDED,70267,USA,NA,Yu,Kyung,Small,false,false,false,false,20.0,40.66,813.2,35.0
NYC,NY,10292,39,30.06,9,1172.34,Shipped,3,9,2004,Classic Cars,35,S24_2840,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NOT PROVIDED,10022,USA,NA,Yu,Kwai,Small,false,false,false,false,39.0,30.06,1172.34,35.0
Cambridge,MA,10305,48,31.47,6,1510.56,Shipped,4,10,2004,Classic Cars,35,S24_2840,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,NOT PROVIDED,51247,USA,NA,Hernandez,Marta,Small,false,false,false,false,48.0,31.47,1510.56,35.0
Aaarhus,Aaarhus,10314,39,37.13,15,1448.07,Shipped,4,10,2004,Classic Cars,35,S24_2840,Heintze Collectables,86 21 3555,Smagsloget 45,NOT PROVIDED,8200,Denmark,EMEA,Ibsen,Palle,Small,false,false,false,false,39.0,37.13,1448.07,35.0
NYC,NY,10324,30,100.0,9,3338.1,Shipped,4,11,2004,Classic Cars,35,S24_2840,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,10022,USA,NA,Frick,Michael,Medium,false,false,false,false,30.0,100.0,3338.1,35.0
San Rafael,CA,10335,33,37.13,2,1225.29,Shipped,4,11,2004,Classic Cars,35,S24_2840,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,NOT PROVIDED,97562,USA,NA,Nelson,Valarie,Small,false,false,false,false,33.0,37.13,1225.29,35.0
NYC,NY,10349,36,37.13,3,1336.68,Shipped,4,12,2004,Classic Cars,35,S24_2840,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,10022,USA,NA,Young,Jeff,Small,false,false,false,false,36.0,37.13,1336.68,35.0
Madrid,Madrid,10358,36,82.94,4,2985.84,Shipped,4,12,2004,Classic Cars,35,S24_2840,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",NOT PROVIDED,28034,Spain,EMEA,Freyre,Diego,Small,false,false,false,false,36.0,82.94,2985.84,35.0
San Rafael,CA,10371,45,100.0,8,5545.8,Shipped,1,1,2005,Classic Cars,35,S24_2840,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,NOT PROVIDED,97562,USA,NA,Nelson,Valarie,Medium,false,false,false,false,45.0,100.0,5545.8,35.0
Madrid,Madrid,10383,40,100.0,3,6089.6,Shipped,1,2,2005,Classic Cars,35,S24_2840,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",NOT PROVIDED,28034,Spain,EMEA,Freyre,Diego,Medium,false,false,false,false,40.0,100.0,6089.6,35.0
Madrid,Madrid,10394,46,38.9,6,1789.4,Shipped,1,3,2005,Classic Cars,35,S24_2840,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",NOT PROVIDED,28034,Spain,EMEA,Freyre,Diego,Small,false,false,false,false,46.0,38.9,1789.4,35.0
Madrid,Madrid,10412,30,36.07,6,1082.1,Shipped,2,5,2005,Classic Cars,35,S24_2840,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",NOT PROVIDED,28034,Spain,EMEA,Freyre,Diego,Small,false,false,false,false,30.0,36.07,1082.1,35.0
Nantes,Nantes,10425,31,33.24,5,1030.44,In Process,2,5,2005,Classic Cars,35,S24_2840,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",NOT PROVIDED,44000,France,EMEA,Labrune,Janine,Small,false,false,false,false,31.0,33.24,1030.44,35.0
Bergamo,Bergamo,10106,49,74.68,13,3659.32,Shipped,1,2,2003,Planes,68,S24_2841,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,NOT PROVIDED,24100,Italy,EMEA,Rovelli,Giovanni,Medium,false,false,false,false,49.0,74.68,3659.32,68.0
Salzburg,Salzburg,10119,41,59.6,4,2443.6,Shipped,2,4,2003,Planes,68,S24_2841,Salzburg Collectables,6562-9555,Geislweg 14,NOT PROVIDED,5020,Austria,EMEA,Pipps,Georg,Small,false,false,false,false,41.0,59.6,2443.6,68.0
Glendale,CT,10131,35,67.14,5,2349.9,Shipped,2,6,2003,Planes,68,S24_2841,Gift Ideas Corp.,2035554407,2440 Pompton St.,NOT PROVIDED,97561,USA,NA,Lewis,Dan,Small,false,false,false,false,35.0,67.14,2349.9,68.0
New Bedford,MA,10143,27,60.97,8,1646.19,Shipped,3,8,2003,Planes,68,S24_2841,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,NOT PROVIDED,50553,USA,NA,Tam,Wing C,Small,false,false,false,false,27.0,60.97,1646.19,68.0
Helsinki,Helsinki,10155,23,72.62,6,1670.26,Shipped,4,10,2003,Planes,68,S24_2841,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,NOT PROVIDED,21240,Finland,EMEA,Karttunen,Matti,Small,false,false,false,false,23.0,72.62,1670.26,68.0
Boras,Boras,10167,21,69.88,2,1467.48,Cancelled,4,10,2003,Planes,68,S24_2841,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,NOT PROVIDED,S-844 67,Sweden,EMEA,Larsson,Maria,Small,false,false,false,false,21.0,69.88,1467.48,68.0
Toulouse,Toulouse,10178,34,80.84,5,2748.56,Shipped,4,11,2003,Planes,68,S24_2841,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,NOT PROVIDED,31000,France,EMEA,Roulet,Annette,Small,false,false,false,false,34.0,80.84,2748.56,68.0
London,London,10186,22,69.2,2,1522.4,Shipped,4,11,2003,Planes,68,S24_2841,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,NOT PROVIDED,WA1 1DP,UK,EMEA,Hardy,Thomas,Small,false,false,false,false,22.0,69.2,1522.4,68.0
Makati City,Makati City,10198,48,67.82,5,3255.36,Shipped,4,11,2003,Planes,68,S24_2841,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,NOT PROVIDED,1227 MM,Philippines,Japan,Cruz,Arnold,Medium,false,false,false,false,48.0,67.82,3255.36,68.0
Los Angeles,CA,10209,43,82.21,1,3535.03,Shipped,1,1,2004,Planes,68,S24_2841,"Men 'R' US Retailers, Ltd.",2155554369,6047 Douglas Av.,NOT PROVIDED,CA00000,USA,NA,Chandler,Michael,Medium,false,false,false,false,43.0,82.21,3535.03,68.0
San Diego,CA,10222,32,81.53,5,2608.96,Shipped,1,2,2004,Planes,68,S24_2841,Collectable Mini Designs Co.,7605558146,361 Furth Circle,NOT PROVIDED,91217,USA,NA,Thompson,Valarie,Small,false,false,false,false,32.0,81.53,2608.96,68.0
Cambridge,MA,10249,20,67.82,1,1356.4,Shipped,2,5,2004,Planes,68,S24_2841,Cambridge Collectables Co.,6175555555,4658 Baden Av.,NOT PROVIDED,51247,USA,NA,Tseng,Kyung,Small,false,false,false,false,20.0,67.82,1356.4,68.0
Madrid,Madrid,10262,24,67.14,10,1611.36,Cancelled,2,6,2004,Planes,68,S24_2841,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",NOT PROVIDED,28034,Spain,EMEA,Freyre,Diego,Small,false,false,false,false,24.0,67.14,1611.36,68.0
Brickhaven,MA,10274,40,65.08,2,2603.2,Shipped,3,7,2004,Planes,68,S24_2841,Collectables For Less Inc.,6175558555,7825 Douglas Av.,NOT PROVIDED,58339,USA,NA,Nelson,Allen,Small,false,false,false,false,40.0,65.08,2603.2,68.0
Oslo,Oslo,10284,30,73.99,12,2219.7,Shipped,3,8,2004,Planes,68,S24_2841,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",NOT PROVIDED,N 0106,Norway,EMEA,Klaeboe,Jan,Small,false,false,false,false,30.0,73.99,2219.7,68.0
Munich,Munich,10296,21,71.25,8,1496.25,Shipped,3,9,2004,Planes,68,S24_2841,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Hansastr. 15,NOT PROVIDED,80686,Germany,EMEA,Donnermeyer,Michael,Small,false,false,false,false,21.0,71.25,1496.25,68.0
Philadelphia,PA,10307,25,75.36,2,1884.0,Shipped,4,10,2004,Planes,68,S24_2841,"Classic Gift Ideas, Inc",2155554695,782 First Street,NOT PROVIDED,71270,USA,NA,Cervantes,Francisca,Small,false,false,false,false,25.0,75.36,1884.0,68.0
Cowes,Isle of Wight,10316,34,63.71,10,2166.14,Shipped,4,11,2004,Planes,68,S24_2841,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,NOT PROVIDED,PO31 7PJ,UK,EMEA,Bennett,Helen,Small,false,false,false,false,34.0,63.71,2166.14,68.0
Bergamo,Bergamo,10328,48,58.92,1,2828.16,Shipped,4,11,2004,Planes,68,S24_2841,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,NOT PROVIDED,24100,Italy,EMEA,Rovelli,Giovanni,Small,false,false,false,false,48.0,58.92,2828.16,68.0
Minato-ku,Tokyo,10339,55,100.0,12,6214.45,Shipped,4,11,2004,Planes,68,S24_2841,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,NOT PROVIDED,106-0032,Japan,Japan,Shimamura,Akiko,Medium,false,false,false,false,55.0,100.0,6214.45,68.0
London,London,10351,25,74.68,5,1867.0,Shipped,4,12,2004,Planes,68,S24_2841,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,NOT PROVIDED,WX3 6FW,UK,EMEA,Brown,Ann,Small,false,false,false,false,25.0,74.68,1867.0,68.0
Oulu,Oulu,10373,38,70.44,7,2676.72,Shipped,1,1,2005,Planes,68,S24_2841,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,NOT PROVIDED,90110,Finland,EMEA,Koskitalo,Pirkko,Small,false,false,false,false,38.0,70.44,2676.72,68.0
Madrid,Madrid,10386,39,55.96,1,2182.44,Resolved,1,3,2005,Planes,68,S24_2841,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",NOT PROVIDED,28034,Spain,EMEA,Freyre,Diego,Small,false,false,false,false,39.0,55.96,2182.44,68.0
Reims,Reims,10398,28,57.55,3,1611.4,Shipped,1,3,2005,Planes,68,S24_2841,Reims Collectables,26.47.1555,59 rue de l'Abbaye,NOT PROVIDED,51100,France,EMEA,Henriot,Paul,Small,false,false,false,false,28.0,57.55,1611.4,68.0
San Jose,CA,10400,24,61.66,2,1479.84,Shipped,2,4,2005,Planes,68,S24_2841,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,NOT PROVIDED,94217,USA,NA,Frick,Sue,Small,false,false,false,false,24.0,61.66,1479.84,68.0
Glen Waverly,Victoria,10415,21,67.82,1,1424.22,Disputed,2,5,2005,Planes,68,S24_2841,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,NOT PROVIDED,3150,Australia,APAC,Connery,Sean,Small,false,false,false,false,21.0,67.82,1424.22,68.0
Manchester,Manchester,10110,46,100.0,10,5942.28,Shipped,1,3,2003,Classic Cars,117,S24_2887,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,NOT PROVIDED,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,false,false,false,false,46.0,100.0,5942.28,117.0
Las Vegas,NV,10124,25,93.95,9,2348.75,Shipped,2,5,2003,Classic Cars,117,S24_2887,Signal Gift Stores,7025551838,8489 Strong St.,NOT PROVIDED,83030,USA,NA,King,Sue,Small,false,false,false,false,25.0,93.95,2348.75,117.0
North Sydney,NSW,10148,34,100.0,3,4392.12,Shipped,3,9,2003,Classic Cars,117,S24_2887,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,2060,Australia,APAC,O'Hara,Anna,Medium,false,false,false,false,34.0,100.0,4392.12,117.0
Aaarhus,Aaarhus,10161,25,100.0,2,2759.75,Shipped,4,10,2003,Classic Cars,117,S24_2887,Heintze Collectables,86 21 3555,Smagsloget 45,NOT PROVIDED,8200,Denmark,EMEA,Ibsen,Palle,Small,false,false,false,false,25.0,100.0,2759.75,117.0
Bergamo,Bergamo,10173,23,100.0,16,2728.03,Shipped,4,11,2003,Classic Cars,117,S24_2887,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,NOT PROVIDED,24100,Italy,EMEA,Rovelli,Giovanni,Small,false,false,false,false,23.0,100.0,2728.03,117.0
San Rafael,CA,10182,20,100.0,13,2395.8,Shipped,4,11,2003,Classic Cars,117,S24_2887,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,NOT PROVIDED,97562,USA,NA,Nelson,Valarie,Small,false,false,false,false,20.0,100.0,2395.8,117.0
Nashua,NH,10192,23,100.0,1,3052.33,Shipped,4,11,2003,Classic Cars,117,S24_2887,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,NOT PROVIDED,62005,USA,NA,Young,Valarie,Medium,false,false,false,false,23.0,100.0,3052.33,117.0
NYC,NY,10204,42,100.0,7,4242.0,Shipped,4,12,2003,Classic Cars,117,S24_2887,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,10022,USA,NA,Young,Jeff,Medium,false,false,false,false,42.0,100.0,4242.0,117.0
London,London,10213,27,100.0,3,2790.45,Shipped,1,1,2004,Classic Cars,117,S24_2887,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,NOT PROVIDED,WA1 1DP,UK,EMEA,Hardy,Thomas,Small,false,false,false,false,27.0,100.0,2790.45,117.0
